"name","period","end_time","value"
"page_video_views","day","2025-03-07T08:00:00+0000",0
"page_video_views","day","2025-03-08T08:00:00+0000",0
"page_video_views","week","2025-03-07T08:00:00+0000",1
"page_video_views","week","2025-03-08T08:00:00+0000",1
"page_video_views","days_28","2025-03-07T08:00:00+0000",6
"page_video_views","days_28","2025-03-08T08:00:00+0000",6
