"name","period","end_time","value"
"page_fans_city","day","2025-03-25T07:00:00+0000","{""Gödöllő, Hongarije"":6,""Hoofddorp"":6,""Kiskunhalas, Hongarije"":6,""Heerlen"":6,""Hajdúszoboszló, Hongarije"":6,""Szigetszentmiklós, Hongarije"":6,""Mosonmagyaróvár, Hongarije"":6,""Salgótarján, Hongarije"":6,""Haarlem"":6,""Dombóvár, Hongarije"":7,""Veszprém, Hongarije"":7,""Weert"":7,""Százhalombatta, Hongarije"":7,""Gyula, Hongarije"":7,""Ajka, Hongarije"":7,""Zoetermeer"":7,""Székesfehérvár, Hongarije"":7,""Eger, Hongarije"":7,""Hilversum"":7,""Antwerpen, België"":7,""Vác, Hongarije"":8,""Alphen aan den Rijn"":8,""Komló, Hongarije"":8,""Apeldoorn"":8,""Dunaújváros, Hongarije"":9,""Almere"":9,""Baja, Hongarije"":9,""Kaposvár, Hongarije"":10,""Nagykanizsa, Hongarije"":10,""Győr, Hongarije"":10,""Békéscsaba, Hongarije"":11,""Kecskemét, Hongarije"":13,""Tatabánya, Hongarije"":14,""Szolnok, Hongarije"":14,""Raab, Hungary"":14,""Rotterdam"":15,""Den Haag"":17,""Sopron, Hongarije"":18,""Szeged, Hongarije"":19,""Pécs, Hongarije"":20,""Nyíregyháza, Hongarije"":21,""Debrecen, Hongarije"":30,""Miskolc, Hongarije"":37,""Amsterdam"":43,""Boedapest, Hongarije"":215}"
"page_fans_city","day","2025-03-26T07:00:00+0000","{""Gödöllő, Hongarije"":6,""Hoofddorp"":6,""Antwerpen, België"":6,""Kiskunhalas, Hongarije"":6,""Utrecht"":6,""Siklós, Hongarije"":6,""Heerlen"":6,""Szigetszentmiklós, Hongarije"":6,""Hajdúszoboszló, Hongarije"":6,""Salgótarján, Hongarije"":6,""Weert"":7,""Veszprém, Hongarije"":7,""Gyula, Hongarije"":7,""Zoetermeer"":7,""Százhalombatta, Hongarije"":7,""Ajka, Hongarije"":7,""Székesfehérvár, Hongarije"":7,""Eger, Hongarije"":7,""Hilversum"":7,""Dombóvár, Hongarije"":7,""Vác, Hongarije"":8,""Alphen aan den Rijn"":8,""Komló, Hongarije"":8,""Apeldoorn"":8,""Baja, Hongarije"":9,""Almere"":9,""Dunaújváros, Hongarije"":9,""Nagykanizsa, Hongarije"":10,""Győr, Hongarije"":10,""Békéscsaba, Hongarije"":11,""Kaposvár, Hongarije"":11,""Kecskemét, Hongarije"":13,""Szolnok, Hongarije"":14,""Raab, Hungary"":14,""Tatabánya, Hongarije"":14,""Rotterdam"":15,""Den Haag"":17,""Sopron, Hongarije"":18,""Szeged, Hongarije"":19,""Pécs, Hongarije"":21,""Nyíregyháza, Hongarije"":21,""Debrecen, Hongarije"":30,""Miskolc, Hongarije"":37,""Amsterdam"":43,""Boedapest, Hongarije"":214}"
