"name","period","end_time","value"
"page_follows","lifetime",,1924
"page_follows","day","2025-03-19T07:00:00+0000",2000
"page_follows","day","2025-03-20T07:00:00+0000",1999
"page_follows","week","2025-03-19T07:00:00+0000",2000
"page_follows","week","2025-03-20T07:00:00+0000",1999
"page_follows","days_28","2025-03-19T07:00:00+0000",2000
"page_follows","days_28","2025-03-20T07:00:00+0000",1999
