"name","period","end_time","value"
"page_impressions","day","2025-04-04T07:00:00+0000",1118
"page_impressions","day","2025-04-05T07:00:00+0000",1118
"page_impressions","week","2025-04-04T07:00:00+0000",3020
"page_impressions","week","2025-04-05T07:00:00+0000",3451
"page_impressions","days_28","2025-04-04T07:00:00+0000",23430
"page_impressions","days_28","2025-04-05T07:00:00+0000",24545
