"name","period","end_time","value"
"page_total_actions","day","2025-03-20T07:00:00+0000",0
"page_total_actions","day","2025-03-21T07:00:00+0000",0
"page_total_actions","week","2025-03-20T07:00:00+0000",0
"page_total_actions","week","2025-03-21T07:00:00+0000",0
"page_total_actions","days_28","2025-03-20T07:00:00+0000",0
"page_total_actions","days_28","2025-03-21T07:00:00+0000",0
