"name","period","end_time","value"
"page_fans_country","day","2024-06-16T07:00:00+0000","{""RS"":2,""DE"":16,""BE"":92,""PT"":3,""DK"":1,""FR"":1,""UA"":1,""HU"":1186,""SA"":3,""SE"":2,""SK"":4,""ID"":1,""GB"":23,""US"":8,""SR"":1,""MM"":1,""EG"":1,""CH"":3,""CI"":8,""ZA"":1,""IR"":1,""IT"":4,""ES"":6,""AT"":7,""TH"":1,""AU"":1,""AW"":1,""VN"":2,""PL"":1,""RO"":12,""NL"":535,""BA"":2}"
"page_fans_country","day","2024-06-23T07:00:00+0000","{""RS"":2,""DE"":16,""BE"":91,""PT"":3,""DK"":1,""FR"":1,""UA"":1,""HU"":1185,""SA"":3,""SE"":2,""SK"":4,""ID"":1,""GB"":23,""US"":8,""SR"":1,""MM"":1,""EG"":1,""CH"":3,""CI"":8,""ZA"":1,""IR"":1,""IT"":4,""ES"":6,""AT"":7,""AU"":1,""TH"":1,""AW"":1,""VN"":2,""PL"":1,""RO"":12,""NL"":537,""BA"":2}"
"page_fans_country","day","2024-06-30T07:00:00+0000","{""RS"":2,""DE"":16,""BE"":91,""PT"":3,""DK"":1,""UA"":1,""FR"":1,""HU"":1185,""SA"":3,""SE"":2,""SK"":4,""ID"":1,""GB"":23,""US"":8,""SR"":1,""MM"":1,""EG"":1,""CH"":3,""CI"":8,""ZA"":1,""IR"":1,""IT"":4,""ES"":6,""AT"":7,""TH"":1,""AU"":1,""AW"":1,""VN"":2,""PL"":1,""RO"":12,""NL"":537,""BA"":2}"
"page_fans_country","day","2024-07-07T07:00:00+0000","{""RS"":2,""DE"":16,""BE"":91,""PT"":3,""DK"":1,""FR"":1,""UA"":1,""HU"":1185,""SA"":3,""SE"":2,""SK"":4,""ID"":1,""GB"":23,""US"":8,""SR"":1,""MM"":1,""EG"":1,""CH"":3,""CI"":8,""ZA"":1,""IR"":1,""IT"":4,""ES"":6,""AT"":7,""TH"":1,""AU"":1,""AW"":1,""VN"":2,""PL"":1,""RO"":12,""NL"":537,""BA"":2}"
"page_fans_country","day","2024-07-14T07:00:00+0000","{""RS"":2,""DE"":16,""BE"":91,""PT"":3,""DK"":1,""FR"":1,""UA"":1,""HU"":1185,""SA"":3,""SE"":2,""SK"":4,""ID"":1,""GB"":23,""US"":8,""SR"":1,""MM"":1,""EG"":1,""CH"":3,""CI"":8,""ZA"":1,""IR"":1,""IT"":4,""ES"":6,""AT"":7,""TH"":1,""AU"":1,""AW"":1,""VN"":2,""PL"":1,""RO"":12,""NL"":538,""BA"":2}"
"page_fans_country","day","2024-07-21T07:00:00+0000","{""RS"":2,""DE"":16,""BE"":92,""PT"":3,""DK"":1,""UA"":1,""FR"":1,""HU"":1184,""SA"":3,""SE"":2,""SK"":4,""ID"":1,""GB"":23,""US"":7,""SR"":1,""MM"":1,""EG"":1,""CH"":3,""CI"":7,""ZA"":1,""IR"":1,""IT"":4,""ES"":6,""AT"":7,""TH"":1,""AU"":1,""AW"":1,""VN"":2,""PL"":1,""RO"":12,""NL"":537,""BA"":2}"
"page_fans_country","day","2024-07-28T07:00:00+0000","{""RS"":2,""DE"":16,""BE"":92,""PT"":3,""DK"":1,""UA"":1,""FR"":1,""HU"":1184,""SA"":3,""SE"":2,""SK"":4,""ID"":1,""GB"":23,""US"":7,""SR"":1,""MM"":1,""EG"":1,""CH"":3,""CI"":7,""ZA"":1,""IR"":1,""IT"":4,""ES"":6,""AT"":7,""AU"":1,""TH"":1,""AW"":1,""VN"":2,""PL"":1,""RO"":12,""NL"":537,""BA"":2}"
"page_fans_country","day","2024-08-04T07:00:00+0000","{""RS"":2,""DE"":16,""BE"":92,""PT"":3,""DK"":1,""FR"":1,""UA"":1,""HU"":1185,""SA"":3,""SE"":2,""SK"":4,""ID"":1,""GB"":23,""US"":6,""SR"":1,""MM"":1,""EG"":1,""CH"":3,""CI"":7,""ZA"":1,""IR"":1,""IT"":4,""ES"":6,""AT"":7,""AU"":1,""TH"":1,""AW"":1,""VN"":2,""PL"":1,""RO"":12,""NL"":537,""BA"":2}"
"page_fans_country","day","2024-08-11T07:00:00+0000","{""RS"":2,""DE"":16,""BE"":92,""PT"":3,""DK"":1,""FR"":1,""UA"":1,""HU"":1184,""SA"":3,""SE"":2,""SK"":4,""ID"":1,""GB"":23,""US"":6,""SR"":1,""MM"":1,""EG"":1,""CH"":3,""CI"":7,""ZA"":1,""IR"":1,""IT"":4,""ES"":6,""AT"":7,""TH"":1,""AU"":1,""AW"":1,""VN"":2,""PL"":1,""RO"":12,""NL"":537,""BA"":2}"
"page_fans_country","day","2024-08-18T07:00:00+0000","{""RS"":2,""DE"":16,""BE"":92,""PT"":3,""DK"":1,""UA"":1,""HU"":1184,""SA"":3,""SE"":2,""SK"":4,""ID"":1,""GB"":23,""US"":6,""SR"":1,""MM"":1,""EG"":1,""CH"":3,""CI"":7,""ZA"":1,""IR"":1,""IT"":4,""ES"":6,""AT"":7,""AU"":1,""TH"":1,""AW"":1,""VN"":2,""PL"":1,""RO"":12,""NL"":538,""BA"":2}"
